index	neme	eletkora	gyermeke	isk	anyagi	p_elmeny_percent	testi_fi	alt_lelki	alt_eg_all	fizero	arcocska	aggodalo	ideges	feszult	nyugtala	diener1	diener2	diener3	diener4	diener5	diener6	diener7	diener8	jollet	savor	a_vhat	onreg	rezil	m_flow	g_jerz	g_jpszi	g_jszoc	g_jspir	g_jerzpsz	g_jspszoc	pik_mm	pik_av	pik_onr	pik_rez	p_poz_erz	p_elmely	p_poz_kapc	p_ert_cel	p_telj	p_boldog	p_egeszs	p_neg_erz	p_magany	perma
985	no	62	2	foiskola	3	50	4	4	4	4	3	4	3	3	4	6	6	6	6	6	6	6	6	5	5	4.6	4	4.6667	4.3333	5	5	5	5	5	5	3.5	4	3	2.6667	25	21	24	25	24	9	19	9	1	177
986	no	48	2	egyetem	4	50	4	5	3	5	3	2	2	2	1	7	6	7	7	7	6	6	6	2.6667	2.3333	2.8	3	3	2.6667	4.4	5	5	5.5	4.7	5.25	2	2	2	2.3333	22	22	25	26	24	7	23	5	1	183
989	no	71	2	kozepiskola	3	60	3	3	2	2	3	3	1	2	1	7	7	7	6	7	7	6	7	2.6667	5.3333	4	3.6667	3.3333	5.3333	3.6	4	4	4	3.8	4	1.8333	2.75	3	3	18	24	26	25	24	6	25	12	0	176
995	no	57	2	kozepiskola	3	10	6	5	5	5	3	4	4	3	2	7	6	7	6	6	6	2	7	4	4.3333	5.4	5.6667	5	5.3333	4	4.75	4.75	5.25	4.375	5	3	3	4	3.3333	22	16	14	26	25	7	29	10	5	164
1005	ferfi	63	2	egyetem	3	50	5	5	5	5	1	2	2	2	2	6	6	6	6	6	6	6	6	5.3333	5	5	5.6667	5.3333	5	5	5	5	5	5	5	4	4	4	4	27	27	27	27	27	9	27	3	0	208
1006	no	36	2	kozepiskola	4	80	5	4	5	5	3	5	5	5	5	6	6	6	6	6	6	6	6	4	4.6667	4.4	3.6667	3.3333	3.6667	4.8	5.25	5.5	6	5.025	5.75	3.6667	3	2.6667	3.6667	24	18	28	29	25	8	25	15	1	181
1011	no	40	3	egyetem	4	60	4	4	4	4	2	3	3	3	1	6	6	6	7	7	7	6	6	4.6667	5.6667	4.6	5	4	4.3333	4.6	4.5	3.75	5.5	4.55	4.625	3	3	3.3333	3.3333	22	22	26	23	19	9	24	11	0	174
1014	ferfi	67	2	kozepiskola	3	60	4	5	3	5	2	3	4	3	4	6	6	5	6	6	7	6	6	5.3333	5.6667	5.8	4	5.6667	5.3333	4.8	4.75	3.5	4.5	4.775	4	3.6667	3.75	3	2.6667	28	19	25	27	25	10	22	9	2	185
1015	ferfi	72	2	foiskola	3	90	5	5	5	4	1	1	1	1	1	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	6	5.75	6	6	5.875	4	4	4	4	27	21	29	29	27	10	26	0	0	209
1018	no	67	2	foiskola	3	50	5	4	5	6	3	4	5	5	6	5	6	6	3	4	4	6	6	5	5	4.2	5	3.6667	4.6667	3.6	3.5	2.25	2.75	3.55	2.5	3.1667	3	3.6667	3.3333	17	24	25	27	20	8	24	13	5	167
1020	ferfi	72	3	egyetem	3	70	4	5	4	4	2	2	2	2	1	6	6	6	5	6	7	6	7	5.6667	4.6667	4	5	4.3333	5	4.8	4.25	3.25	4.25	4.525	3.75	3.3333	3	4	3	25	21	25	24	20	9	20	6	0	178
1022	no	70	3	kozepiskola	3	70	3	4	3	2	2	3	3	3	2	6	6	6	7	7	7	7	6	4.3333	5	4.8	2.6667	3.6667	5.3333	4.6	4.5	5	5	4.55	5	2.8333	3.25	2.3333	3	21	25	21	23	23	7	19	12	6	161
1025	no	51	3	foiskola	3	30	4	5	5	4	5	6	3	5	3	7	7	7	7	7	7	6	6	5	4.6667	5.8	4	4	5.6667	4	4.75	4.5	5	4.375	4.75	3.3333	4	3	4	25	29	25	29	26	9	21	4	0	200
1029	ferfi	42	2	foiskola	4	80	5	6	6	5	2	1	1	2	2	6	7	6	5	6	6	6	6	5.3333	5.6667	4.6	2.6667	4.6667	5.3333	5.4	5	4	4.5	5.2	4.25	4	3.75	1.6667	3	25	26	27	24	27	8	26	5	0	198
1030	no	55	2	foiskola	2	60	3	4	3	3	3	2	2	2	3	5	5	5	5	5	6	6	6	4	4.6667	5.8	2.6667	4.6667	5.3333	3.6	3.5	3.5	4.5	3.55	4	3.3333	3.75	2	4	21	25	23	23	19	7	19	16	6	155
1041	ferfi	66	1	foiskola	4	90	6	6	6	5	1	1	1	1	1	6	6	6	6	6	6	6	6	5.3333	5	5	6	5.3333	5.3333	5.6	5	5	5.5	5.3	5.25	3.8333	3.25	4	4	25	28	28	27	26	9	19	2	0	200
1044	ferfi	46	2	kozepiskola	3	70	4	4	4	4	3	1	1	1	1	6	6	6	6	6	7	7	6	2.6667	5.3333	2.8	5.3333	5.3333	5.6667	4.4	4.5	4.25	3.5	4.45	3.875	2.8333	2.5	3.6667	3.6667	24	23	25	25	24	8	22	12	0	179
1045	no	53	2	foiskola	4	20	5	5	5	5	4	4	4	4	4	7	7	7	7	6	7	6	6	4.6667	5.6667	5.6	5.3333	4.6667	5.6667	4.8	5	6	6	4.9	6	3.8333	4	3.6667	4	25	26	25	28	26	9	28	7	1	199
1048	ferfi	57	3	foiskola	3	80	6	5	6	6	2	2	1	2	1	7	7	7	7	6	6	7	6	6	4.6667	5	5.6667	4.6667	5.3333	5.8	5.5	5.25	6	5.65	5.625	3.6667	3	4	4	26	28	28	26	26	8	29	5	0	206
1050	no	51	0	foiskola	2	20	4	2	5	3	5	5	5	5	4	4	3	5	5	4	5	3	5	2.3333	5	3.6	1	2	4.3333	3	4	1.75	4.75	3.5	3.25	2.3333	2.75	1.3333	1	15	21	14	20	17	2	25	23	9	122
1057	no	58	3	foiskola	3	10	5	4	5	5	3	3	2	2	2	6	6	6	5	6	5	5	5	5	5	5.2	4.6667	5	3.6667	4.8	5	4.5	5	4.9	4.75	3.5	3.75	4	4	24	23	24	27	26	8	27	23	8	168
1067	no	58	2	egyetem	3	50	3	3	3	1	3	6	5	5	3	4	4	5	5	5	5	5	6	3.3333	4.3333	4.8	4.6667	3	5.6667	3.4	3.5	4.25	4.25	3.45	4.25	2.1667	3.25	3	3.6667	17	22	19	20	22	5	15	12	5	143
1073	ferfi	72	3	egyetem	3	50	4	6	6	5	3	6	5	6	4	7	7	7	7	7	6	6	7	5	5	5	4.6667	3.6667	5.6667	4.2	4.5	5	5	4.35	5	3.3333	3.25	2.6667	3	26	20	28	29	29	9	25	3	0	203
1075	no	38	0	foiskola	4	20	5	4	4	4	2	2	2	2	4	6	6	6	6	6	6	5	6	4.3333	4.6667	4.8	2.6667	3.3333	5.3333	3.6	3.75	4	4	3.675	4	2.5	3	2.6667	2	19	19	21	24	24	7	26	19	4	157
1081	ferfi	43	1	egyetem	3	50	4	4	4	4	2	3	2	2	2	4	5	4	5	5	6	5	6	4.3333	4.3333	4.2	3.3333	3.6667	4	3.6	3.25	2.75	3	3.425	2.875	2.5	3	2	2.6667	21	16	24	21	22	8	24	12	0	164
1085	no	61	3	kozepiskola	3	70	4	5	4	3	3	3	3	3	2	5	6	5	5	4	6	5	5	5.3333	5.3333	4.2	3	4.6667	4	5	4.25	3.75	4.5	4.625	4.125	2.8333	2.25	3.3333	3.6667	26	21	30	24	23	8	22	4	7	183
1086	ferfi	58	5	kozepiskola	3	70	4	4	4	4	4	1	2	2	3	4	4	5	4	6	5	5	6	4	3.6667	3.4	4.6667	3.3333	4	4	3.75	2.5	2.25	3.875	2.375	2.6667	2.75	4	3	18	21	17	20	21	7	25	6	6	157
1089	no	69	0	foiskola	5	90	6	5	6	6	2	2	1	2	2	7	6	7	7	6	7	7	6	5.6667	6	5	4.6667	5	6	5.8	5.5	5.75	6	5.65	5.875	2.1667	2.5	1.6667	2	28	29	28	29	28	10	30	2	0	220
1096	no	41	2	kozepiskola	3	70	5	4	5	5	2	3	2	3	3	7	7	7	7	7	7	7	7	4.6667	4.6667	5	3.6667	3	4.6667	4.8	5.25	4.5	4.5	5.025	4.5	3.3333	3.25	3	4	22	24	21	26	27	7	25	16	4	172
1105	no	70	3	kozepiskola	3	70	3	2	3	3	4	3	3	3	2	4	2	4	5	5	5	2	4	2	2	2	2.3333	3	3.6667	2	2.75	2	2.25	2.375	2.125	2	1.5	1.3333	2.3333	6	18	6	15	13	0	18	21	10	85
1111	ferfi	20	0	kozepiskola	4	50	5	4	4	3	2	5	5	5	6	6	6	6	6	6	7	6	6	5.6667	5.3333	5.6	1.6667	4	5.6667	5.4	5	5.75	5.5	5.2	5.625	3.1667	3.75	1.6667	2.6667	20	30	22	28	26	8	19	20	5	168
1112	ferfi	42	2	foiskola	3	50	3	3	3	2	3	1	1	1	2	6	4	3	4	5	5	5	4	3.6667	4	5	2.3333	2.3333	3.3333	2	2	2.25	1.75	2	2	2.3333	3	2.3333	3	16	21	16	21	23	5	19	9	6	146
1113	ferfi	40	0	egyetem	3	70	4	5	3	4	2	4	1	1	1	7	6	7	7	7	7	7	7	5	3.6667	5.8	5.3333	5.3333	6	4.8	5.5	4.25	4.5	5.15	4.375	3.6667	3.75	3.6667	3.6667	25	21	24	25	29	7	22	6	0	187
1114	no	47	2	egyetem	3	80	5	4	5	4	2	6	5	5	2	5	6	5	6	7	7	6	6	4.6667	5	5.4	4.6667	4.6667	5	4.4	4.5	4	4.5	4.45	4.25	3.1667	3.5	3.3333	2.6667	21	23	25	20	21	8	25	13	6	164
1121	ferfi	44	0	foiskola	4	30	5	4	4	4	4	2	1	1	1	7	2	6	2	7	4	6	6	3.6667	2	5.6	5.6667	6	5.6667	2.6	5	1.75	2	3.8	1.875	2.5	3.5	3.6667	4	18	23	13	24	27	4	25	4	2	168
1122	ferfi	59	2	egyetem	3	70	4	5	4	4	3	4	4	3	3	6	6	6	6	7	7	7	7	5.3333	5.6667	5	4.3333	4	5	4.4	4.5	4.5	5	4.45	4.75	3.1667	3.25	3	3	25	27	26	27	26	9	24	11	1	192
1125	ferfi	44	3	egyetem	3	80	5	5	4	5	1	5	4	3	3	5	5	4	5	5	5	4	5	3.6667	4	4.2	5.6667	4.3333	3.3333	3.2	2.5	3	2.5	2.85	2.75	3.6667	3.75	2.6667	1.3333	23	26	25	25	23	8	24	8	2	184
1126	ferfi	50	2	kozepiskola	3	80	5	5	5	4	2	5	4	4	2	7	6	6	6	7	6	6	6	4	4.6667	5	3	4	5.3333	4.6	5	5	5	4.8	5	3.5	3	1.6667	3	24	26	27	26	24	8	23	12	8	178
1127	ferfi	52	3	foiskola	3	40	4	4	4	3	3	2	4	4	4	6	4	5	5	5	5	4	4	4	6	5.4	3	5.3333	4.6667	3.4	3.5	3	4.75	3.45	3.875	3	3	2.6667	2.3333	23	23	17	26	21	7	19	18	4	154
1129	ferfi	36	0	kozepiskola	3	30	3	3	3	3	4	3	3	3	3	4	4	4	4	4	4	4	4	3	3	3	4	3.3333	3.3333	3	3	3	3	3	3	2	2	3	3	15	15	15	15	15	5	14	15	5	114
1130	no	57	1	kozepiskola	3	50	5	5	5	5	3	2	2	2	2	5	5	6	6	6	6	6	6	4.3333	5.6667	5.4	3	4.3333	5.3333	4.2	4	4	4	4.1	4	3.6667	4	2.3333	3.3333	24	24	20	23	23	7	27	7	4	177
1131	ferfi	47	2	kozepiskola	3	40	3	4	2	2	4	5	4	4	6	5	3	2	6	6	5	5	4	4	5	4.2	3	2.6667	3	2.8	3.75	2.25	2.25	3.275	2.25	2.6667	2.5	2	1.3333	16	11	16	20	20	6	14	11	4	128
1133	ferfi	36	0	kozepiskola	3	40	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3.3333	3.3333	3	3	3	3	3	3	2	2	3	3	15	15	15	15	15	5	14	15	5	114
1135	ferfi	55	3	kozepiskola	3	50	6	6	6	6	1	1	1	1	2	6	6	7	7	7	7	7	6	5.6667	4.6667	5.8	6	3.3333	5.6667	5.8	5.5	6	5.5	5.65	5.75	3.6667	3.5	4	4	25	28	24	26	24	9	28	6	0	198
1138	ferfi	58	2	kozepiskola	3	40	4	4	4	3	3	3	3	3	3	5	5	6	6	7	6	6	6	4	4	4.2	4	3.3333	4	4	4	4.5	4.75	4	4.625	2.8333	3	3	3	23	23	21	21	21	7	19	10	5	160
1139	ferfi	62	3	egyetem	3	50	3	5	4	3	2	2	2	2	1	7	7	7	7	7	7	7	7	6	3	5.8	5	5.3333	6	5.8	5.75	6	6	5.775	6	3.6667	4	3.3333	4	24	29	28	30	27	9	18	5	0	200
1140	ferfi	49	0	kozepiskola	3	80	4	5	4	3	1	2	2	3	2	5	6	6	6	7	7	7	7	5	4.6667	5.2	5	4.6667	4.6667	4.8	5.75	4.25	5.25	5.275	4.75	3.3333	3.25	3.6667	3.3333	27	27	26	25	25	9	23	6	1	195
1141	ferfi	55	2	kozepiskola	3	30	3	4	3	3	3	3	3	3	4	5	5	5	5	5	5	5	5	4.3333	4	3.6	4	4	4	4	3.5	2.75	2.5	3.75	2.625	3.6667	3	3	3	23	25	26	25	24	9	18	11	9	170
1142	ferfi	45	0	foiskola	3	60	5	5	4	4	3	3	1	1	1	5	2	5	5	5	6	7	7	4.3333	4.3333	5.4	5	5.3333	5.3333	4	4.25	1.5	2.5	4.125	2	3.6667	4	4	4	23	25	19	24	25	7	23	6	8	172
1145	ferfi	55	2	egyetem	4	70	5	5	5	5	2	1	1	1	1	7	5	6	4	6	6	6	6	5.6667	5.6667	2.8	4.3333	5	5.3333	5.2	4.75	4	3.25	4.975	3.625	2.5	2	3.3333	4	24	23	28	29	26	9	25	5	0	199
1147	ferfi	48	2	foiskola	4	70	5	5	5	5	3	2	2	2	2	6	6	6	6	6	6	6	6	5.3333	5	5.2	5	5	5.3333	5.2	5	5	5.5	5.1	5.25	3.5	3.25	3.3333	3	26	27	25	27	26	8	27	6	9	191
1149	ferfi	18	0	altalanos	3	60	4	3	5	5	5	4	3	3	2	2	4	4	3	3	3	5	3	2.6667	2.6667	3	4.3333	5	3.6667	1.4	2.5	4	4	1.95	4	1.3333	2.5	3.3333	1.3333	10	23	15	21	11	4	24	11	2	135
1150	ferfi	28	0	kozepiskola	3	40	4	1	5	3	4	3	5	5	1	4	1	5	3	4	5	4	3	1	3.3333	2.4	1	2.3333	2.6667	2.2	2.75	1.25	2	2.475	1.625	2.1667	2	1	2.6667	8	15	11	19	18	2	23	21	8	107
1151	no	34	0	egyetem	3	90	6	5	5	5	2	2	2	2	2	7	6	6	6	6	7	7	6	6	4.3333	6	6	6	5.3333	4.2	4.5	5	5.5	4.35	5.25	3.1667	4	4	4	24	22	23	25	23	8	28	5	1	187
1153	ferfi	56	2	kozepiskola	3	90	6	6	6	6	1	1	1	1	1	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	30	25	30	30	27	10	28	2	0	218
1158	ferfi	41	0	kozepiskola	1	90	2	2	2	2	3	5	3	5	6	5	5	6	6	5	5	5	4	4.6667	2.6667	3	5.6667	4	1	3.6	5.5	6	6	4.55	6	2.8333	2	3.3333	1.6667	26	24	30	28	21	10	19	20	3	175
1159	no	53	2	foiskola	3	60	3	5	3	4	3	3	2	3	2	5	5	7	6	6	6	5	5	4.6667	5.3333	4.6	4.3333	4.6667	5.6667	4	4.5	3.5	3.75	4.25	3.625	3.5	3.25	3.3333	2.6667	20	22	24	22	25	8	21	10	4	168
1161	ferfi	65	2	egyetem	3	90	5	4	5	5	2	4	1	2	1	6	5	7	6	6	6	6	6	5	5	5	6	5.3333	5	4.4	4.75	4	5.75	4.575	4.875	3.1667	3.5	3	4	20	26	19	25	28	7	28	6	4	183
1164	ferfi	46	0	foiskola	3	40	5	2	5	6	4	5	5	6	4	4	4	4	5	5	6	5	5	2	3.6667	3.2	2.6667	2.3333	4.3333	2.8	3.25	2.5	3.5	3.025	3	2.3333	2.5	1.3333	1	12	16	12	17	17	3	24	26	9	106
1165	ferfi	37	1	egyetem	4	50	5	3	5	5	4	3	5	5	1	5	2	4	2	7	4	5	5	3.6667	3.6667	4.6	3.6667	3	4	2.6	2.75	2	2	2.675	2	2.6667	3.25	2.3333	3	8	18	17	19	24	3	26	10	8	137
1169	ferfi	45	2	kozepiskola	4	70	5	5	4	6	2	1	1	1	2	6	6	6	4	6	6	6	5	5.3333	5.3333	5	4.3333	5	4.6667	5.8	5.5	4.75	3	5.65	3.875	3.8333	3.25	3.6667	3	26	21	30	28	23	9	23	8	0	192
1172	ferfi	37	0	foiskola	2	10	4	6	5	6	4	6	6	6	1	1	1	7	6	7	7	2	5	1.6667	6	5.2	4.3333	1.3333	5	3	3.5	1.75	2.25	3.25	2	2.1667	3.75	2.3333	2.6667	4	12	28	10	16	0	24	21	10	103
1173	ferfi	64	1	altalanos	3	50	3	3	2	2	3	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	6	2.6667	2.6667	1.2	1	1	1.25	1.1	1.125	1	1	4	4	6	8	8	5	8	2	10	6	2	79
1174	ferfi	45	2	kozepiskola	4	70	3	3	3	3	3	2	3	3	2	5	5	5	4	5	5	4	5	5	4	4.6	2.3333	3.6667	4.3333	3.6	3.75	3	3.5	3.675	3.25	3.1667	3.25	1	2.6667	22	22	28	24	22	8	17	18	0	165
1177	ferfi	47	1	kozepiskola	3	20	4	4	4	4	2	2	3	3	2	5	5	5	5	6	6	5	4	4	3.6667	3.4	2.6667	3	4.6667	3.2	4.25	4	4	3.725	4	2.3333	2	2.3333	3	15	26	21	23	19	6	21	16	1	154
1178	ferfi	46	3	foiskola	4	90	5	6	5	5	1	1	1	1	1	7	6	6	6	7	7	7	7	6	6	6	6	6	5.6667	5.8	5.5	5.75	6	5.65	5.875	4	4	4	4	29	29	29	29	29	10	26	2	1	218
1184	ferfi	51	0	kozepiskola	3	80	2	2	2	2	6	3	3	4	2	4	3	5	6	6	5	4	3	2.3333	2.3333	2.8	2.3333	3	4.6667	2.4	3	2	2.25	2.7	2.125	2	2	2	1.6667	11	13	9	14	19	3	11	20	1	99
1186	ferfi	42	2	foiskola	3	20	5	4	5	4	3	2	2	1	2	6	6	6	5	6	6	6	5	5	5	5	5.3333	4.6667	4.6667	4.8	5	2.25	4	4.9	3.125	3	3	4	3	23	25	25	26	24	8	27	10	1	187
1188	ferfi	60	4	kozepiskola	3	50	4	4	3	3	3	4	3	4	4	4	4	5	4	6	6	5	5	2.6667	3.3333	3.4	4.6667	4.3333	4	3.4	3.5	2.25	2.5	3.45	2.375	2.5	3.5	3.3333	2.6667	15	17	20	18	16	6	19	11	4	136
1189	ferfi	41	3	kozepiskola	3	50	4	4	4	4	3	3	3	3	1	6	5	5	4	6	6	5	6	4.3333	4.3333	4.2	4.6667	3.3333	3.6667	3.8	3.75	3.5	3.75	3.775	3.625	3.1667	3.5	3	3	18	16	22	24	21	7	21	9	2	158
1191	ferfi	52	3	egyetem	3	90	5	5	5	5	1	1	1	1	1	6	6	6	7	6	6	6	6	5	5.3333	5	6	5.3333	4.3333	5.6	5	4.5	5	5.3	4.75	3.5	3	4	4	28	26	26	19	30	9	29	1	0	206
1195	ferfi	48	3	egyetem	5	70	5	5	6	5	2	2	1	2	2	6	5	5	5	6	6	6	6	4.6667	3	4.8	5.3333	3.6667	5	4.2	4.75	3	3.25	4.475	3.125	3	3	3.6667	3.3333	24	17	25	22	23	9	30	10	2	178
1196	ferfi	50	3	kozepiskola	3	80	5	5	5	5	1	1	1	1	1	6	6	6	6	7	6	7	6	5.6667	4	5.2	4.6667	5.6667	4	4.6	4.25	4.75	5.25	4.425	5	3.5	4	3.3333	4	26	23	25	22	26	9	27	4	0	194
1200	ferfi	36	1	kozepiskola	3	40	3	3	3	2	5	4	4	4	2	3	5	6	2	5	3	2	2	2	3	2.8	2.3333	3.6667	3	3	2.25	3.25	1.75	2.625	2.5	2	2.25	2	1.3333	10	21	25	24	21	4	12	16	6	135
1203	ferfi	32	0	egyetem	3	50	1	3	1	1	3	3	3	3	2	1	2	2	1	5	2	1	1	3	3	2.8	1.3333	1.3333	2.3333	1	2	1.25	1.5	1.5	1.375	1.1667	2.25	1	1	14	16	8	9	15	3	11	15	10	91
1204	ferfi	49	2	kozepiskola	4	50	4	4	4	4	2	2	2	1	2	4	6	5	7	6	7	7	6	5.6667	4.6667	3.6	5	4.3333	3.3333	5.6	3.5	3.5	5.5	4.55	4.5	2.8333	3	3.6667	4	27	25	27	24	23	9	23	4	0	194
1205	ferfi	30	0	egyetem	3	80	4	4	5	5	2	1	2	1	1	7	6	6	7	7	7	6	5	4.6667	5.3333	5.4	3	1.6667	6	4.8	5	6	5.75	4.9	5.875	2.8333	3.5	2.6667	3	22	17	20	27	28	7	23	14	5	165
1206	no	42	0	foiskola	4	30	4	3	4	4	4	3	1	2	4	4	5	4	4	4	5	5	5	3.6667	4.3333	4.2	2.6667	3.6667	2.3333	3.2	3	3.75	4.25	3.1	4	3.1667	3.75	2.6667	2.3333	14	8	20	20	13	6	26	11	0	136
1209	ferfi	73	2	foiskola	3	80	2	4	2	2	2	2	2	3	3	4	5	7	4	3	6	3	4	5.6667	3.6667	4.6	2	3.3333	6	3.2	2.5	5	4.75	2.85	4.875	2.3333	3	2.3333	2.6667	15	29	21	28	17	10	10	6	1	163
1215	ferfi	73	2	egyetem	4	30	4	6	5	4	2	1	2	2	2	6	5	6	4	6	6	6	6	5.3333	3.3333	4.8	4.3333	4.6667	5.6667	4.6	4.5	3.5	3.25	4.55	3.375	3.3333	3	3.3333	4	27	22	22	26	23	9	25	6	2	186
1217	ferfi	31	0	egyetem	3	30	4	5	5	5	2	3	2	3	1	6	6	5	4	5	6	6	5	4.6667	4.3333	5.2	3.6667	4	5	4.6	4.25	3.75	5.5	4.425	4.625	3.6667	3.75	3.6667	3.3333	23	25	26	26	23	7	27	9	3	185
1218	ferfi	71	2	egyetem	3	30	5	5	4	5	1	1	1	1	2	7	6	7	6	6	6	7	7	5.3333	4.3333	5.6	3	3.3333	5.6667	5.2	5.25	5.25	4.75	5.225	5	3.1667	3.75	2.3333	3.6667	26	18	21	28	29	9	22	7	1	185
1219	ferfi	46	3	foiskola	4	40	4	3	5	5	4	3	3	3	4	6	5	5	5	6	5	6	5	3.6667	4.3333	4.2	4	3	4.3333	3.8	4.5	4.75	5	4.15	4.875	3.1667	3	2.6667	3.3333	20	23	19	22	20	5	23	7	7	158
1224	ferfi	57	2	foiskola	3	40	2	4	2	2	2	3	3	3	3	5	5	5	5	5	5	5	5	4.6667	4.6667	3.8	4.3333	4	4.6667	4	3.75	3.75	4	3.875	3.875	3	3.25	3	2.6667	23	28	26	26	26	9	12	12	1	177
1226	ferfi	27	0	egyetem	4	80	4	4	5	6	2	2	1	2	1	7	4	3	3	6	7	7	6	5.3333	5.6667	4.8	4.6667	5	2.6667	5.4	5.5	4.5	4.25	5.45	4.375	3.6667	3.25	3.6667	3	23	18	24	21	21	7	27	10	5	166
1228	ferfi	67	2	kozepiskola	3	90	4	5	4	5	2	1	1	1	1	6	6	7	6	6	7	7	7	4.6667	5	5.8	3.6667	3.6667	5.3333	5	5.25	5.5	6	5.125	5.75	3.8333	4	3.6667	3.3333	27	24	26	26	25	9	26	6	0	197
1229	ferfi	57	3	egyetem	3	80	4	5	4	4	2	1	1	2	2	7	6	7	6	6	7	7	7	5.6667	6	5.2	5.6667	5.3333	5.6667	5	5.25	5.25	5	5.125	5.125	3.6667	3.25	4	3.6667	24	22	24	26	23	8	19	8	2	176
1233	ferfi	53	2	kozepiskola	3	90	4	6	5	5	2	4	3	3	3	7	7	7	7	7	7	7	7	5.6667	5	5.2	5.6667	4	5.3333	5.6	5.5	6	6	5.55	6	3	3.5	3.6667	3.3333	26	28	23	28	27	9	25	13	0	193
1234	ferfi	78	1	egyetem	3	30	4	4	3	5	3	2	4	4	3	5	5	5	4	4	5	5	5	4.6667	3.6667	3.8	3.3333	3.6667	4.3333	4	4.25	4.25	4.25	4.125	4.25	3	2.75	3.3333	3	23	21	26	22	22	8	15	5	2	170
1236	ferfi	68	2	kozepiskola	3	80	6	6	6	6	2	1	1	1	1	6	6	7	7	6	7	6	7	5.3333	4.6667	5	4.3333	5.6667	6	5.2	5	4.75	5	5.1	4.875	3.1667	3.25	3.6667	4	16	27	23	23	27	10	30	2	0	194
1240	ferfi	63	2	egyetem	4	70	5	4	4	5	2	1	1	2	3	6	5	6	6	6	7	7	6	4.6667	4	5	4	4.6667	4.6667	4.4	4.75	3.75	5	4.575	4.375	3	3	3	4	25	14	20	28	28	8	22	9	7	169
1243	ferfi	61	4	kozepiskola	3	90	4	4	4	5	1	2	1	2	2	5	5	6	5	6	6	6	6	5	3.3333	5.4	5	4.3333	5.3333	4.2	4.5	3.75	3.5	4.35	3.625	3	3.75	3	2.6667	23	25	23	25	22	8	25	6	0	185
1246	no	61	2	kozepiskola	3	70	4	4	4	4	3	3	4	3	2	5	4	4	4	4	4	4	4	3	3	2.8	3	3.3333	3.6667	3.2	3.25	2.5	2.5	3.225	2.5	2	1.75	2.3333	3	20	23	22	23	21	6	23	12	6	160
1248	ferfi	32	0	kozepiskola	4	70	3	4	4	5	3	3	2	2	1	6	6	6	6	6	7	7	7	4.3333	5.3333	4.2	4.3333	4	4	4	4.75	3	3.75	4.375	3.375	3.3333	3	3	3	21	20	29	26	18	8	19	16	8	157
1251	ferfi	31	0	kozepiskola	4	60	3	3	4	4	3	3	3	3	5	5	5	5	4	5	6	6	6	3.3333	3	3.2	5.3333	2.6667	4	4.4	4.5	3	4	4.45	3.5	2.1667	1.5	4	4	20	13	16	17	12	7	17	15	6	121
1253	ferfi	60	2	egyetem	4	20	4	4	4	4	3	3	4	4	3	6	5	6	5	6	7	6	7	4.3333	2.3333	4.4	5	3.6667	4.6667	3.8	3.75	3.75	3.5	3.775	3.625	2.6667	2.75	3.3333	3.3333	22	23	20	21	24	5	16	4	0	167
1256	ferfi	42	0	kozepiskola	2	70	4	4	4	5	3	4	3	3	1	6	2	5	5	5	5	5	5	4.6667	5	5	4.3333	3	5.3333	3.8	3.75	4	4	3.775	4	3.1667	3.75	3	4	20	24	27	18	23	7	21	13	1	166
1257	ferfi	63	3	egyetem	3	40	5	4	5	4	4	3	2	2	1	5	6	6	5	6	6	5	6	4	3	5.4	5	4	5.3333	3.8	4.75	5	5	4.275	5	3	3.75	3.6667	3.6667	19	23	17	22	22	6	27	12	4	160
1258	ferfi	54	2	foiskola	3	70	6	5	6	6	1	2	2	2	2	7	7	6	7	7	7	7	7	5.3333	5.6667	5.8	5.6667	5.3333	5.6667	5.8	5.5	5	5.5	5.65	5.25	4	3.25	3.6667	4	28	29	28	30	27	9	30	4	0	217
1260	ferfi	65	2	kozepiskola	3	50	6	3	5	5	4	2	4	4	4	4	3	3	3	4	4	4	6	2.3333	4.6667	3.8	3.6667	3.6667	3	3.2	3.25	1.5	2.75	3.225	2.125	2.3333	3.5	1.6667	2.3333	20	14	24	20	23	6	27	11	7	156
1261	ferfi	45	0	kozepiskola	3	40	4	3	4	3	4	5	3	5	4	3	5	3	3	5	4	4	4	2.6667	4.3333	3	2.3333	3	4.6667	2.6	3	2	2.25	2.8	2.125	2.3333	2.25	2	2.6667	8	17	17	13	15	3	19	19	5	108
1262	ferfi	71	3	foiskola	3	50	5	6	6	5	2	1	1	1	5	7	7	7	7	7	7	7	7	5.3333	5.6667	5.8	6	5.3333	6	5	5.5	3	4.75	5.25	3.875	3.5	4	4	4	26	29	29	25	27	10	26	6	0	206
1263	ferfi	60	2	kozepiskola	3	70	5	4	5	5	3	4	3	3	3	6	3	6	4	6	6	6	5	4.3333	2.3333	3.4	5	2.6667	5.3333	3.2	4	3	3.25	3.6	3.125	2.8333	3	4	3	21	25	17	21	22	6	27	5	2	172
